edition,round,score,team1,team2,url,venue,year
2002-KOREA/JAPAN,PRELIMINARY-Asia,0-2 (0-0),Cambodia (កម្ពុជា),Indonesia,2002_KJ_PR.htm,Phnom Penh.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,12-0 (5-0),Syria (سوريا),Philippines (Pilipinas),2002_KJ_PR.htm,Aleppo.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,12-0 (8-0),Oman (عمان),Laos (ນລາວ),2002_KJ_PR.htm,Muscat.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,6-0 (1-0),Jordan (الأردن),Taiwan (台湾),2002_KJ_PR.htm,Amman.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,2-5 (2-2),Turkmenistan (Türkmenistan),Uzbekistan (Ўзбекистон),2002_KJ_PR.htm,Amman.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,1-5 (0-1),Philippines (Pilipinas),Syria (سوريا),2002_KJ_PR.htm,Aleppo.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,0-7 (0-5),Laos (ນລາວ),Oman (عمان),2002_KJ_PR.htm,Muscat.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,3-3 (2-2),Yemen (اليمن),India (भारत),2002_KJ_PR.htm,Sanaa.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,4-0 (1-0),United Arab Emirates (الإمارات العربية المتحدة),Brunei (بروني),2002_KJ_PR.htm,Al-Ain.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-2 (1-1),Algeria (الجزائر),Morocco (المغرب),2002_KJ_PR.htm,Algiers.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,0-4 (0-1),Taiwan (台湾),Uzbekistan (Ўзбекистон),2002_KJ_PR.htm,Amman.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,1-2 (1-1),Jordan (الأردن),Turkmenistan (Türkmenistan),2002_KJ_PR.htm,Amman.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,2-0 (1-0),Nigeria,Liberia,2002_KJ_PR.htm,Port_Harcourt.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-1 (0-1),Sierra Leone,Ghana,2002_KJ_PR.htm,Freetown.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,0-2 (0-0),Madagascar (Madagasikara),Tunisia (تونس),2002_KJ_PR.htm,Antananarivo.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,2-1 (2-0),South Africa (Suid-Afrika),Zimbabwe,2002_KJ_PR.htm,Johannesburg.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,0-4 (0-2),Cambodia (កម្ពុជា),China (中国),2002_KJ_PR.htm,Phnom Penh.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,0-2 (0-1),Maldives (Divehi Rājjēge),Indonesia,2002_KJ_PR.htm,Malé.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,2-0 (0-0),Angola,Cameroon (Cameroun),2002_KJ_PR.htm,Luanda.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,3-2 (0-1),Togo,Zambia,2002_KJ_PR.htm,Lomé.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-0 (0-0),Egypt (مصر),Senegal (Sénégal),2002_KJ_PR.htm,Cairo.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-1 (1-0),Congo,D.R. Congo (R.D. Congo),2002_KJ_PR.htm,Pointe-Noire.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,11-0 (4-0),Syria (سوريا),Laos (ນລາວ),2002_KJ_PR.htm,Aleppo.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,7-0 (2-0),Oman (عمان),Philippines (Pilipinas),2002_KJ_PR.htm,Muscat.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,1-0 (1-0),Turkmenistan (Türkmenistan),Taiwan (台湾),2002_KJ_PR.htm,Amman.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,1-1 (0-0),Jordan (الأردن),Uzbekistan (Ўзбекистон),2002_KJ_PR.htm,Amman.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,0-9 (0-3),Laos (ນລາວ),Syria (سوريا),2002_KJ_PR.htm,Aleppo.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,0-2 (0-1),Philippines (Pilipinas),Oman (عمان),2002_KJ_PR.htm,Muscat.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,2-1 (0-1),Yemen (اليمن),United Arab Emirates (الإمارات العربية المتحدة),2002_KJ_PR.htm,Sanaa.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,0-1 (0-0),Brunei (بروني),India (भारत),2002_KJ_PR.htm,Bandar Seri Begawan.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,4-2 (1-1),Thailand (ประเทศไทย),Sri Lanka (ශ්රී ලංකාව),2002_KJ_PR.htm,Beirut.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,6-0 (2-0),Lebanon (لبنان),Pakistan (پاکستان),2002_KJ_PR.htm,Beirut.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,5-1 (0-1),China (中国),Indonesia,2002_KJ_PR.htm,Kunming.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,3-0 (1-0),Thailand (ประเทศไทย),Pakistan (پاکستان),2002_KJ_PR.htm,Beirut.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,4-0 (1-0),Lebanon (لبنان),Sri Lanka (ශ්රී ලංකාව),2002_KJ_PR.htm,Beirut.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,3-3 (0-1),Pakistan (پاکستان),Sri Lanka (ශ්රී ලංකාව),2002_KJ_PR.htm,Beirut.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,1-2 (1-2),Lebanon (لبنان),Thailand (ประเทศไทย),2002_KJ_PR.htm,Beirut.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,3-3 (1-1),Syria (سوريا),Oman (عمان),2002_KJ_PR.htm,Aleppo.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,3-2 (3-1),United Arab Emirates (الإمارات العربية المتحدة),Yemen (اليمن),2002_KJ_PR.htm,Al-Ain.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,2-0 (1-0),Laos (ນລາວ),Philippines (Pilipinas),2002_KJ_PR.htm,Vientiane.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,5-0 (3-0),India (भारत),Brunei (بروني),2002_KJ_PR.htm,Bangalore.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,3-1 (2-1),China (中国),Cambodia (កម្ពុជា),2002_KJ_PR.htm,Guangzhou.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-1 (0-1),Tunisia (تونس),Ivory Coast (Côte d'Ivoire),2002_KJ_PR.htm,Tunis.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,2-0 (1-0),Oman (عمان),Syria (سوريا),2002_KJ_PR.htm,Muscat.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,1-1 (1-0),Philippines (Pilipinas),Laos (ນລາວ),2002_KJ_PR.htm,Manila.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,1-8 (1-4),Pakistan (پاکستان),Lebanon (لبنان),2002_KJ_PR.htm,Bangkok.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,0-3 (0-1),Sri Lanka (ශ්රී ලංකාව),Thailand (ประเทศไทย),2002_KJ_PR.htm,Bangkok.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,0-2 (0-1),Indonesia,China (中国),2002_KJ_PR.htm,Jakarta.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,0-5 (0-2),Sri Lanka (ශ්රී ලංකාව),Lebanon (لبنان),2002_KJ_PR.htm,Bangkok.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,0-6 (0-1),Pakistan (پاکستان),Thailand (ประเทศไทย),2002_KJ_PR.htm,Bangkok.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,3-1 (2-1),Sri Lanka (ශ්රී ලංකාව),Pakistan (پاکستان),2002_KJ_PR.htm,Bangkok.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,2-2 (0-1),Thailand (ประเทศไทย),Lebanon (لبنان),2002_KJ_PR.htm,Bangkok.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,1-1 (1-1),Russia (Россия),Yugoslavia (Југославија),2002_KJ_PR.htm,Moskva.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,0-1 (0-0),Faroe Islands (Føroyar),Switzerland (Schweiz / Suisse),2002_KJ_PR.htm,Toftír.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,2-0 (1-0),Slovenia (Slovenija),Luxembourg (Lëtzebuerg),2002_KJ_PR.htm,Ljubljana.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,1-1 (0-0),Ireland (Éire),Portugal,2002_KJ_PR.htm,Dublin.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,2-4 (0-0),Estonia (Eesti),Netherlands (Nederland),2002_KJ_PR.htm,Tallinn.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,0-1 (0-0),Northern Ireland (Ulster),Bulgaria (България),2002_KJ_PR.htm,Belfast.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,3-0 (2-0),Iceland (Ísland),Malta,2002_KJ_PR.htm,Reykjavík.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,2-1 (1-1),Denmark (Danmark),Czech Republic (Česká Republika),2002_KJ_PR.htm,København.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,2-0 (1-0),Sweden (Sverige),Slovakia (Slovensko),2002_KJ_PR.htm,Stockholm.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,2-2 (1-1),Macedonia (Македонија),Moldova,2002_KJ_PR.htm,Skopje.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,3-0 (3-0),Turkey (Türkiye),Azerbaijan (Azərbaycan),2002_KJ_PR.htm,İstanbul.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,1-2 (1-1),Wales (Cymru),Poland (Polska),2002_KJ_PR.htm,Cardiff.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,0-0 (0-0),Ukraine (Україна),Norway (Norge),2002_KJ_PR.htm,Kyïv.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,0-0 (0-0),Armenia (Հայաստան),Belarus (Беларусь),2002_KJ_PR.htm,Erevan.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,3-1 (2-0),Belgium (België),Latvia (Latvija),2002_KJ_PR.htm,Bruxelles.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,4-0 (2-0),Croatia (Hrvatska),San Marino,2002_KJ_PR.htm,Varaždin.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,0-3 (0-3),Liechtenstein,Israel (ישראל),2002_KJ_PR.htm,Vaduz.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,4-1 (1-1),Spain (España),Bosnia-Herzegovina (Bosna i Hercegovina),2002_KJ_PR_GD.htm#WC-02-I-5,Oviedo.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,2-0 (1-0),Romania (România),Hungary (Magyarország),2002_KJ_PR.htm,Bucureşti.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,1-2 (0-1),Georgia (საქართველო),Italy (Italia),2002_KJ_PR.htm,Tbilisi.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,2-2 (2-0),Finland (Suomi),Germany (Deutschland),2002_KJ_PR.htm,Helsinki.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,1-0 (0-0),Greece (Ελλάδα),Albania (Shqipëri),2002_KJ_PR.htm,Iráklion.,2001
2002-KOREA/JAPAN,PRELIMINARY-S.America,1-2 (1-1),Peru (Perú),Ecuador,2002_KJ_PR.htm,Lima.,2001
2002-KOREA/JAPAN,PRELIMINARY-S.America,1-0 (0-0),Paraguay,Chile,2002_KJ_PR.htm,Asunción.,2001
2002-KOREA/JAPAN,PRELIMINARY-S.America,3-0 (3-0),Argentina,Colombia,2002_KJ_PR.htm,Buenos Aires.,2001
2002-KOREA/JAPAN,PRELIMINARY-S.America,5-0 (3-0),Bolivia,Venezuela,2002_KJ_PR.htm,La_Paz.,2001
2002-KOREA/JAPAN,PRELIMINARY-Oceania,1-6 (0-3),Vanuatu,Tahiti,2002_KJ_PR.htm,Albany.,2001
2002-KOREA/JAPAN,PRELIMINARY-Oceania,9-1 (3-1),Solomon Islands,Cook Islands,2002_KJ_PR.htm,Albany.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,0-6 (0-2),Faroe Islands (Føroyar),Yugoslavia (Југославија),2002_KJ_PR.htm,Toftír.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,1-2 (0-1),Luxembourg (Lëtzebuerg),Russia (Россия),2002_KJ_PR.htm,Luxembourg.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,0-1 (0-0),Switzerland (Schweiz / Suisse),Slovakia (Slovensko),2002_KJ_PR.htm,Basel.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,0-2 (0-2),Estonia (Eesti),Ireland (Éire),2002_KJ_PR.htm,Tallinn.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,6-0 (1-0),Portugal,Cyprus (Κύπρος),2002_KJ_PR.htm,Lisboa.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,3-1 (1-1),Czech Republic (Česká Republika),Northern Ireland (Ulster),2002_KJ_PR.htm,Teplice.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,1-1 (1-0),Iceland (Ísland),Bulgaria (България),2002_KJ_PR.htm,Reykjavík.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,2-1 (1-1),Denmark (Danmark),Malta,2002_KJ_PR.htm,København.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,2-0 (1-0),Azerbaijan (Azərbaycan),Slovakia (Slovensko),2002_KJ_PR.htm,Baku.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,6-0 (1-0),Sweden (Sverige),Moldova,2002_KJ_PR.htm,Göteborg.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,3-3 (1-2),Turkey (Türkiye),Macedonia (Македонија),2002_KJ_PR.htm,Bursa.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,1-1 (0-1),Norway (Norge),Belarus (Беларусь),2002_KJ_PR.htm,Oslo.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,1-1 (1-0),Ukraine (Україна),Wales (Cymru),2002_KJ_PR.htm,Kyïv.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,1-1 (1-1),Armenia (Հայաստան),Poland (Polska),2002_KJ_PR.htm,Erevan.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,0-1 (0-1),Latvia (Latvija),Croatia (Hrvatska),2002_KJ_PR.htm,Rīga.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,1-4 (1-1),San Marino,Belgium (België),2002_KJ_PR.htm,Serravalle.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,1-1 (1-0),Israel (ישראל),Spain (España),2002_KJ_PR_GD.htm#WC-02-I-6,Tel Aviv.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,1-2 (0-1),Lithuania (Lietuva),Romania (România),2002_KJ_PR.htm,Kaunas.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,4-1 (2-0),Hungary (Magyarország),Georgia (საქართველო),2002_KJ_PR.htm,Budapest.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,0-2 (0-1),Albania (Shqipëri),Germany (Deutschland),2002_KJ_PR.htm,Tiranë.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,0-2 (0-0),Greece (Ελλάδα),England,2002_KJ_PR.htm,Athína.,2001
2002-KOREA/JAPAN,PRELIMINARY-Oceania,0-5 (0-1),Tahiti,New Zealand (Aotearoa),2002_KJ_PR.htm,Albany.,2001
2002-KOREA/JAPAN,PRELIMINARY-Oceania,1-8 (1-3),Cook Islands,Vanuatu,2002_KJ_PR.htm,Albany.,2001
2002-KOREA/JAPAN,PRELIMINARY-Oceania,2-7 (1-1),Vanuatu,Solomon Islands,2002_KJ_PR.htm,Albany.,2001
2002-KOREA/JAPAN,PRELIMINARY-Oceania,2-0 (0-0),New Zealand (Aotearoa),Cook Islands,2002_KJ_PR.htm,Albany.,2001
2002-KOREA/JAPAN,PRELIMINARY-Oceania,1-5 (0-2),Solomon Islands,New Zealand (Aotearoa),2002_KJ_PR.htm,Albany.,2001
2002-KOREA/JAPAN,PRELIMINARY-Oceania,0-6 (0-3),Cook Islands,Tahiti,2002_KJ_PR.htm,Albany.,2001
2002-KOREA/JAPAN,PRELIMINARY-Oceania,7-0 (5-0),New Zealand (Aotearoa),Vanuatu,2002_KJ_PR.htm,Albany.,2001
2002-KOREA/JAPAN,PRELIMINARY-Oceania,2-0 (1-0),Tahiti,Solomon Islands,2002_KJ_PR.htm,Albany.,2001
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,1-2 (1-0),Mexico (México),Costa Rica,2002_KJ_PR.htm,México D.F.,2001
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,0-0 (0-0),Jamaica,USA,2002_KJ_PR.htm,Kingston.,2001
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,2-4 (0-2),Trinidad and Tobago,Honduras,2002_KJ_PR.htm,Port_of_Spain.,2001
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,2-0 (2-0),USA,Trinidad and Tobago,2002_KJ_PR.htm,Foxboro.,2001
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,3-1 (1-0),Honduras,Mexico (México),2002_KJ_PR.htm,San_Pedro_Sula.,2001
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,2-1 (2-1),Costa Rica,Jamaica,2002_KJ_PR.htm,San_José.,2001
2002-KOREA/JAPAN,PRELIMINARY-Oceania,0-2 (0-1),New Zealand (Aotearoa),Australia,2002_KJ_PR.htm,Wellington.,2001
2002-KOREA/JAPAN,PRELIMINARY-Oceania,4-1 (2-1),Australia,New Zealand (Aotearoa),2002_KJ_PR.htm,Sydney.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-1 (1-0),Libya (ليبيا),Angola,2002_KJ_PR.htm,Tripoli.,2001
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,1-2 (1-1),Trinidad and Tobago,Jamaica,2002_KJ_PR.htm,Port_of_Spain.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,0-4 (0-3),Namibia,Algeria (الجزائر),2002_KJ_PR.htm,Windhoek.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-0 (1-0),Morocco (المغرب),Egypt (مصر),2002_KJ_PR.htm,Rabat.,2001
2002-KOREA/JAPAN,PRELIMINARY-S.America,1-0 (1-0),Uruguay,Brazil (Brasil),2002_KJ_PR.htm,Montevideo.,2001
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,1-0 (1-0),Mexico (México),USA,2002_KJ_PR.htm,México D.F.,2001
2002-KOREA/JAPAN,PRELIMINARY-N/C.America,2-3 (2-2),Honduras,Costa Rica,2002_KJ_PR.htm,Tegucigalpa.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,2-0 (1-0),Cameroon (Cameroun),Togo,2002_KJ_PR.htm,Yaoundé.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-2 (1-1),Liberia,Ghana,2002_KJ_PR.htm,Monrovia.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,0-4 (0-1),Sudan (السودان),Nigeria,2002_KJ_PR.htm,Omdurman.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,6-0 (2-0),Ivory Coast (Côte d'Ivoire),Madagascar (Madagasikara),2002_KJ_PR.htm,Abidjan.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,6-0 (3-0),Tunisia (تونس),Congo,2002_KJ_PR.htm,Tunis.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-1 (0-1),Burkina Faso,South Africa (Suid-Afrika),2002_KJ_PR.htm,Ouagadougou.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,8-2 (5-0),Egypt (مصر),Namibia,2002_KJ_PR.htm,Alexandria.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,2-2 (0-0),Zambia,Cameroon (Cameroun),2002_KJ_PR.htm,Lusaka.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,0-1 (0-0),Sierra Leone,Liberia,2002_KJ_PR.htm,Freetown.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-0 (1-0),Senegal (Sénégal),Morocco (المغرب),2002_KJ_PR.htm,Dakar.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,2-0 (1-0),South Africa (Suid-Afrika),Malawi (Malaŵi),2002_KJ_PR.htm,Durban.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,2-0 (2-0),Togo,Libya (ليبيا),2002_KJ_PR.htm,Lomé.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-0 (1-0),Ghana,Sudan (السودان),2002_KJ_PR.htm,Accra.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,0-3 (0-1),D.R. Congo (R.D. Congo),Tunisia (تونس),2002_KJ_PR.htm,Kinshasa.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-1 (0-0),Congo,Ivory Coast (Côte d'Ivoire),2002_KJ_PR.htm,Pointe-Noire.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-0 (1-0),Zimbabwe,Burkina Faso,2002_KJ_PR.htm,Harare.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-1 (0-0),Algeria (الجزائر),Egypt (مصر),2002_KJ_PR.htm,Annaba.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,0-5 (0-3),Namibia,Senegal (Sénégal),2002_KJ_PR.htm,Windhoek.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,2-4 (2-1),Libya (ليبيا),Zambia,2002_KJ_PR.htm,Tripoli.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,0-1 (0-0),Malawi (Malaŵi),Zimbabwe,2002_KJ_PR.htm,Blantyre.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-1 (1-1),Angola,Togo,2002_KJ_PR.htm,Luanda.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,3-0 (3-0),Nigeria,Ghana,2002_KJ_PR.htm,Port_Harcourt.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,3-0 (2-0),Sudan (السودان),Sierra Leone,2002_KJ_PR.htm,Omdurman.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-0 (0-0),Madagascar (Madagasikara),Congo,2002_KJ_PR.htm,Antananarivo.,2001
2002-KOREA/JAPAN,PRELIMINARY-Africa,1-2 (0-1),Ivory Coast (Côte d'Ivoire),D.R. Congo (R.D. Congo),2002_KJ_PR.htm,Abidjan.,2001
2002-KOREA/JAPAN,PRELIMINARY-S.America,2-0 (0-0),Venezuela,Uruguay,2002_KJ_PR.htm,Maracaibo.,2001
2002-KOREA/JAPAN,PRELIMINARY-S.America,2-2 (1-1),Chile,Bolivia,2002_KJ_PR.htm,Santiago.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,2-0 (1-0),Yugoslavia (Југославија),Faroe Islands (Føroyar),2002_KJ_PR.htm,Beograd.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,2-2 (0-1),Estonia (Eesti),Cyprus (Κύπρος),2002_KJ_PR.htm,Tallinn.,2001
2002-KOREA/JAPAN,PRELIMINARY-S.America,0-2 (0-2),Ecuador,Argentina,2002_KJ_PR.htm,Quito.,2001
2002-KOREA/JAPAN,PRELIMINARY-S.America,2-0 (1-0),Brazil (Brasil),Paraguay,2002_KJ_PR.htm,Porto_Alegre.,2001
2002-KOREA/JAPAN,PRELIMINARY-S.America,0-1 (0-0),Colombia,Peru (Perú),2002_KJ_PR.htm,Bogotá.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,0-0 (0-0),Qatar (قطر),Oman (عمان),2002_KJ_PR.htm,Doha.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,4-0 (1-0),Iraq (العراق),Thailand (ประเทศไทย),2002_KJ_PR.htm,Baghdad.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,1-1 (0-1),Saudi Arabia (العربية السعودية),Bahrain (البحرين),2002_KJ_PR.htm,Riyadh.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,4-1 (3-1),United Arab Emirates (الإمارات العربية المتحدة),Uzbekistan (Ўзбекистон),2002_KJ_PR.htm,Abu_Dhabi.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,2-0 (0-0),Bahrain (البحرين),Iraq (العراق),2002_KJ_PR.htm,Manama.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,2-0 (0-0),Iran (ایران),Saudi Arabia (العربية السعودية),2002_KJ_PR.htm,Tehran.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,3-0 (3-0),China (中国),United Arab Emirates (الإمارات العربية المتحدة),2002_KJ_PR.htm,Shenyang.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,2-1 (1-0),Uzbekistan (Ўзбекистон),Qatar (قطر),2002_KJ_PR.htm,Tashkent.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,1-0 (1-0),Saudi Arabia (العربية السعودية),Iraq (العراق),2002_KJ_PR.htm,Manama.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,0-2 (0-0),United Arab Emirates (الإمارات العربية المتحدة),Qatar (قطر),2002_KJ_PR.htm,Abu_Dhabi.,2001
2002-KOREA/JAPAN,PRELIMINARY-Asia,0-2 (0-0),Oman (عمان),China (中国),2002_KJ_PR.htm,Muscat.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,1-0 (0-0),Faroe Islands (Føroyar),Luxembourg (Lëtzebuerg),2002_KJ_PR.htm,Toftír.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,1-2 (1-1),Switzerland (Schweiz / Suisse),Yugoslavia (Југославија),2002_KJ_PR.htm,Basel.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,2-1 (0-0),Slovenia (Slovenija),Russia (Россия),2002_KJ_PR.htm,Ljubljana.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,1-0 (0-0),Ireland (Éire),Netherlands (Nederland),2002_KJ_PR.htm,Dublin.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,1-7 (1-5),Andorra,Portugal,2002_KJ_PR.htm,Lleida.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,3-1 (1-0),Iceland (Ísland),Czech Republic (Česká Republika),2002_KJ_PR.htm,Reykjavík.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,1-1 (1-0),Denmark (Danmark),Northern Ireland (Ulster),2002_KJ_PR.htm,København.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,0-2 (0-0),Malta,Bulgaria (България),2002_KJ_PR.htm,TaQali.,2001
2002-KOREA/JAPAN,PRELIMINARY-Europe,2-0 (1-0),Moldova,Azerbaijan (Azərbaycan),2002_KJ_PR.htm,Chişinău.,2001
